text,label
والله نفسي اصدقه واصدق اي مسؤول بحكي عن قيم العداله وتكافؤ الفرص الي بحكي عنها في التوظيف والتعيين وانه فش واسطات ومحسوبيات !!!,0
المسلمين كلهم ارهابين دلوقتي الواحد لما يبقي ماشي في الشارع يلاقي جنبه واحد بدقن يبقي خايف علي نفسه ليقوم مفجر نفسه ما عدناش عارفين نعيش في امان بسبب المسلمين,0
يعني انحرق من الشمس صار لونه احمر و كذا,0
ليش الحقد ع السلطية,1
السياسة بإختصار،، أن تقول ما لا تفعل ، وتفعل ما لا تقول !,0
انا عايز اقول للحكومه انتوا قرفتونا في عيشتنا,0
ياقلبي نظرتها بس فيها كل الحكايه.... محظوظ من تنظر له المراءة بمثل تلك النظره... 😍,0
اللهم لا تحرمني وانا أدعوك، ولا تخذلني وأنا أرجوك :),0
ابن بايره ابن متوزيه انته دايح امسربت تاجر هوه ابن مطي لوكي اله انته او تلكه ابوك بعثي جان او جدك منيوك مثلك,1
يا مسكين اقعد واتفرج ابن المخيم قاعد بتوج (@ King Abudulla Stadium | ستاد الملك عبدالله الثاني),1
ترا مش يعني حسين الجسمي لحاله بشمط عين ، هاي متعب الصقار غنى للفيصلي بالطال العرب وغنى للمنتخب قدام الاوروغواي +,0
يسعد رب السلط من قليل قالوا,1
عاجل إدلب تدمير كاسحة ألغام ل قطعان المنظومة الإجرامية على محور في ريف ادلب الجنوبي جراء استهدافها بصاروخ مضاد للدروع.,0
اي سوير اي واز نت سويرينج ات يو اوه ام جي لووول,1
إنت محسسني إن أنا بتعامل مع حيوان مش بني آدم,0
طال الزماااان وطال غيابك يا سلطان,1
أنا كلت أكلات عربية كتير أوي سواء من فلسطين أو قطر أو الكويت أو لبنان بس عمري ما جربت الأكل التونسي,0
نرد على هذا التعليق بأن كاتب المقال أنه جاهل بالإسلام وأشك أن عقله سليم,0
غرفتي عبارة عن حديقة حيوانات قد ما في حشرات,0
""" المملكة على موعد مع موجة جديدة لتساقط الثلوج مساء اليوم وعند الفجر... """,0
RT : نانسي السبع مصرة ما نسمع شي الا اللي بتقولوا هيي حتى لما تطلب منها سمر تسكت بتواصل خطابها المعد سلفا وبتقلها ما فيكي تسمعي…,0
من عدم الحاجة إلى تشغيل أكثر من حساب يتسبب في إحداث ارتباك لهم. وتعمل تلك الميزة حاليا بصورة تجريبية على إصدار “واتسآب بيتا” عبر نظام تشغيل “أندرويد” و”آي أو إس” ومن المفترض قريباً أن تدعم “فيسبوك” تطبيق “واتسآب” الكامل بتلك التقنيات الجديدة.,0
"ماذا ننتظر من الثقافة""النجدية"" سوى تحليل والتحريم حسب المقاس الملكية أو بمايعرف بالعقل التناولي المحدود في النظر إلى الأمور التي تخص العامة!؟.. أما الشيوخ التيمية والوهابية في مناهجهم التوجيهية لاتغدو سوى في كونها قائمة على التكرار دون تقديم شيء للمجتمع ، كالبطالة والسكن ووالخ.",1
الرجاله بيعرفوا يسوقوا أحسن من الستات بكتير أصلا تسعه وتسعين في الميه للستات اللي بتسوق حمير مينفعش يركبوا عربيات,0
الاكراد الملاحدة الذين هجروا العرب المسلمين من قراهم في تل حميس وتل ابيض والشيوخ وتل رفعت الان تذكروا ان لهم اخوة في ( الدين) ويستجدون كالأرامل في #عفرين,1
جبران باسيل اغبى وزير خارجيه ليس بتاريخ لبنان ولكن بتاريخ الدول كافة,0
منو قال هذا اكيد واحد لاعنين خيره الحريم,0
يا هبله دخلك ليش بحب قلك با هبلة معقولى تكونى هيك عكلن الملفات عند المدعى العام و المفروض مدعى العام يقو… LINK,1
""" فيليب لام(ألمانيا):عن المركز الذي سأشارك به؟أناتحدثت مع يواكيم لوف بشأن ذلك ولكنني لست مسؤولاًعن نشر ما داربيننا في العلن",0
ماهو حلو ، وع 🤢,0
الحمد لله كلما هب الريح او سكن /كلما نزل المطر او سكن / كلما ماج البحر او سكن /كلما طار الطير اوسكن,0
""" إذا وفقك الله لصحبة صالحة فأعلم أنه يريد بك خيرا وإذا وفقك للدعاء فأعلم أنه يريد أن يعطيك وإذا وفقك لذكره فأعلم أنه يحبك",0
اقسم بالله اكنهم ولاد شوارع اشي بفضح,0
اهلا وسهلا بتنوّري مبدئياً لو تشوفي غرفتي رح تسحبي طلبك للأبد,0
يا كفره يا المسيحيين سنه كبيسه عليكم,0
ب شرفي ابيخ منك ما في عم تعملي جو قصدك بكلمة خيو يعمي قلبك شو سميكة,1
من صنع امريكا فانا معك ٪ ولكن القصد الناس العامه تجدها متقاربه التفكير ... فهم يكفرونك فقط عند إعطاء رأيك ... وهذا اسلوب داعش,0
"جرحك قضية ( موت ) و دموعي :أحياء يشقون : واللي ضاع بـ النص ..عيني مافيني شي"" أحيان هي فيني أشياء صورة ( حزن ) بروازها ""حسّ "" فيني !",0
(يريد الله ان يخفف عنكم وخلق الإنسان ضعيفا ),0
روحي شخي ونامي,1
الطريق معايا في الكلام وتعملي نفسك فاهمه مهما قولتي برضو هفضل مقتنع إن انتو مبتفهموش في أي حاجه ومكانكم المطبخ,0
يلعن ها يا كارفور عرفنا انك بتوصل خلص,1
اللي بيسرق .. بيسرق تويت عليها العين .. مش هيك,1
كلها على بعضها هي ونقدها تحت نعالنا مسكينة بتطق من قهرها �,1
RT يقطعوها امانه جيفووووو بنا من شمها😷😂,0
تعال بنلعب سبيته و ندزها بطن زايد من اول القيم عشان يوزع لأخر اللعب,0
الواحد بيحمد ربنا لما يلاقي راجل هو اللي راكب معاه العربيه عشان الستات دول بيجيبوا صداع مزمن من كتر الرغي,0
أنا من جيل الطلاء الأزرق على النوافذ خشية القصف جيل الأبيض والأسود على شاشة التلفاز جيل الكتابة على الورق وأشرطة الكاسيت,0
مطير ماترجع ورا,0
جماعة تابعني أتابعك أسماء حسابات ما الها معنى ما في تعديل على التويتة,0
ههههههههه يزم افكاري بتخطرش ع بال ابليس,1
اوسخ طائفة الشوام نجاسة تمشي ع الارض,1
بما انك ملحد لما تيجى تحلف بتحلف لمين يا ابن المره,0
الاردن و فلسطين و السعودية و العراق و سوريا و الامارات يعلنون ان غدا السبت !!! يلا سلام شيل ايدك انت وياه عن البلوك ترى شايفكم,0
خففي حمرنة يا ديما لبنان نحن أصله وأهله بس انتي شو أصلك؟,1
لا سلطه لنا علي قلوبنا فهي تنبض لمن أرادت !,1
لا والله مش بركب زنوج معايا شوفلك أوبر تاني ياخدك معاه,0
تعالي نتفق نسوي رتويت لبعض وش رايك,1
انشالله بيقبر قلبك ونخلص من حثالتك,1
نظرة استغراب وبرد ‹› @ الزرقاء الجديده شارع 16,1
مثقفين الشيعه و وجهائهم فالسعودية جبناء twitter.com/arabian_gulf22…,1
لا تجعل أحلامك على مقاسك .. أجعلها اكبر منك لتكون مناسبة لتحقيقها بعد سنوات .. || صباح المودة ..,0
كبراياءنا قاتل يجعلنا نتجاهل ارق المشاعر ونكابر لنبتعد ونحن نحترق شوقا لهم,0
#بايع_الكليجا<LF><LF>قسم با الله عيبييييييييب الي قاعد يصير ضحكتو علينا العالم ياشباب خاقين مع وحده يا بنات خاقات على واحد مالكم اي هدف با الحياة 👎🏻,1
الله يعطيك العافية يا رب انتبه عحالك والله ما قصرت,0
وئام وهاب الطائفي سبق ووصف المرأة السعودية بشوال الفحم للأسف الإمارات لم…,1
الله ىلعن الكورونا حرمتنا من مشاهدة كرة القدم - واحد يشجع الاهلي,1
انشالله بيدعسوا بيقلبك انت ويلي خلفوكي,1
ان شاء الله تكون حياه حلوه ومتل ما بدك... الحمدلله ع السلامه والف مبرووووك,0
المسيحيين دول الطقوس بتاعت أفراحهم بتبقى جميله أوي أنا حتى عندي فرح كمان كام يوم بكنيسه عشان صحبتي المسيحيه هتجوز وانا فرحانه أوي إن انا رايح,0
